Sınav,Ders,Alan,Konu,Sınav ID,Ders ID,Alan ID,Konu ID
TYT,Coğrafya,YERYÜZÜ ŞEKILLERI,Topraklar ve Bitkiler,tyt,tyt-cografya,tyt-cografya-yeryuzu-sekilleri,tyt-cografya-yeryuzu-sekilleri-topraklar-ve-bitkiler
TYT,Coğrafya,BEŞERI VE EKONOMIK COĞRAFYA,Nüfus,tyt,tyt-cografya,tyt-cografya-beseri-ve-ekonomik-cografya,tyt-cografya-beseri-ve-ekonomik-cografya-nufus
TYT,Coğrafya,BEŞERI VE EKONOMIK COĞRAFYA,Göçler,tyt,tyt-cografya,tyt-cografya-beseri-ve-ekonomik-cografya,tyt-cografya-beseri-ve-ekonomik-cografya-gocler
TYT,Coğrafya,BEŞERI VE EKONOMIK COĞRAFYA,Ekonomik Faaliyetler ve Ulaşım Hatları,tyt,tyt-cografya,tyt-cografya-beseri-ve-ekonomik-cografya,tyt-cografya-beseri-ve-ekonomik-cografya-ekonomik-faaliyetler-ve-ulasim-hatlari
TYT,Coğrafya,BEŞERI VE EKONOMIK COĞRAFYA,Afetler,tyt,tyt-cografya,tyt-cografya-beseri-ve-ekonomik-cografya,tyt-cografya-beseri-ve-ekonomik-cografya-afetler
TYT,Felsefe,FELSEFEYE GIRIŞ,Felsefeye Giriş,tyt,tyt-felsefe,tyt-felsefe-felsefeye-giris,tyt-felsefe-felsefeye-giris-felsefeye-giris
TYT,Felsefe,FELSEFEYE GIRIŞ,Düşünme ve Akıl Yürütme,tyt,tyt-felsefe,tyt-felsefe-felsefeye-giris,tyt-felsefe-felsefeye-giris-dusunme-ve-akil-yurutme
TYT,Felsefe,FELSEFI DISIPLINLER,Varlık Felsefesi,tyt,tyt-felsefe,tyt-felsefe-felsefi-disiplinler,tyt-felsefe-felsefi-disiplinler-varlik-felsefesi
TYT,Felsefe,FELSEFI DISIPLINLER,Bilgi Felsefesi,tyt,tyt-felsefe,tyt-felsefe-felsefi-disiplinler,tyt-felsefe-felsefi-disiplinler-bilgi-felsefesi
TYT,Felsefe,FELSEFI DISIPLINLER,Bilim Felsefesi,tyt,tyt-felsefe,tyt-felsefe-felsefi-disiplinler,tyt-felsefe-felsefi-disiplinler-bilim-felsefesi
TYT,Felsefe,FELSEFI DISIPLINLER,Ahlak Felsefesi,tyt,tyt-felsefe,tyt-felsefe-felsefi-disiplinler,tyt-felsefe-felsefi-disiplinler-ahlak-felsefesi
TYT,Felsefe,FELSEFI DISIPLINLER,Din Felsefesi,tyt,tyt-felsefe,tyt-felsefe-felsefi-disiplinler,tyt-felsefe-felsefi-disiplinler-din-felsefesi
TYT,Felsefe,FELSEFI DISIPLINLER,Siyaset Felsefesi,tyt,tyt-felsefe,tyt-felsefe-felsefi-disiplinler,tyt-felsefe-felsefi-disiplinler-siyaset-felsefesi
TYT,Felsefe,FELSEFI DISIPLINLER,Sanat Felsefesi,tyt,tyt-felsefe,tyt-felsefe-felsefi-disiplinler,tyt-felsefe-felsefi-disiplinler-sanat-felsefesi
TYT,Felsefe,FELSEFI DISIPLINLER,Felsefi Metin Analizi,tyt,tyt-felsefe,tyt-felsefe-felsefi-disiplinler,tyt-felsefe-felsefi-disiplinler-felsefi-metin-analizi
TYT,Felsefe,FELSEFE TARIHI,MÖ 6. Yüzyıl-MS 2. Yüzyıl'da Felsefe,tyt,tyt-felsefe,tyt-felsefe-felsefe-tarihi,tyt-felsefe-felsefe-tarihi-mo-6-yuzyil-ms-2-yuzyilda-felsefe
TYT,Felsefe,FELSEFE TARIHI,MS 2. Yüzyıl-15. Yüzyıl'da Felsefe -1,tyt,tyt-felsefe,tyt-felsefe-felsefe-tarihi,tyt-felsefe-felsefe-tarihi-ms-2-yuzyil-15-yuzyilda-felsefe
TYT,Felsefe,FELSEFE TARIHI,MS 2. Yüzyıl-15. Yüzyıl'da Felsefe -2,tyt,tyt-felsefe,tyt-felsefe-felsefe-tarihi,tyt-felsefe-felsefe-tarihi-ms-2-yuzyil-15-yuzyilda-felsefe
TYT,Felsefe,FELSEFE TARIHI,15-17. Yüzyıl'da Felsefe,tyt,tyt-felsefe,tyt-felsefe-felsefe-tarihi,tyt-felsefe-felsefe-tarihi-15-17-yuzyilda-felsefe
TYT,Felsefe,FELSEFE TARIHI,18-19. Yüzyıl'da Felsefe,tyt,tyt-felsefe,tyt-felsefe-felsefe-tarihi,tyt-felsefe-felsefe-tarihi-18-19-yuzyilda-felsefe
TYT,Felsefe,FELSEFE TARIHI,20. Yüzyıl Felsefesi ve Ana Akımlar,tyt,tyt-felsefe,tyt-felsefe-felsefe-tarihi,tyt-felsefe-felsefe-tarihi-20-yuzyil-felsefesi-ve-ana-akimlar
TYT,Felsefe,FELSEFE TARIHI,20. Yüzyıl Filozoflarının Görüşleri,tyt,tyt-felsefe,tyt-felsefe-felsefe-tarihi,tyt-felsefe-felsefe-tarihi-20-yuzyil-filozoflarinin-gorusleri
AYT,Matematik,TRIGONOMETRI,Yönlü açılar,ayt,ayt-matematik,ayt-matematik-trigonometri,ayt-matematik-trigonometri-yonlu-acilar
AYT,Matematik,TRIGONOMETRI,Trigonometrik fonksiyonlar,ayt,ayt-matematik,ayt-matematik-trigonometri,ayt-matematik-trigonometri-trigonometrik-fonksiyonlar
AYT,Matematik,TRIGONOMETRI,Toplam - fark ve iki kat açı formülleri,ayt,ayt-matematik,ayt-matematik-trigonometri,ayt-matematik-trigonometri-toplam-fark-ve-iki-kat-aci-formulleri
AYT,Matematik,TRIGONOMETRI,Trigonometrik denklemler,ayt,ayt-matematik,ayt-matematik-trigonometri,ayt-matematik-trigonometri-trigonometrik-denklemler
AYT,Matematik,ANALITIK GEOMETRI,Doğrunun analitik incelenmesi,ayt,ayt-matematik,ayt-matematik-analitik-geometri,ayt-matematik-analitik-geometri-dogrunun-analitik-incelenmesi
AYT,Matematik,ANALITIK GEOMETRI,Çemberin Analitik İncelenmesi,ayt,ayt-matematik,ayt-matematik-analitik-geometri,ayt-matematik-analitik-geometri-cemberin-analitik-incelenmesi
AYT,Matematik,FONKSIYONLARDA UYGULAMALAR,Fonksiyonlar ile ilgili uygulamalar,ayt,ayt-matematik,ayt-matematik-fonksiyonlarda-uygulamalar,ayt-matematik-fonksiyonlarda-uygulamalar-fonksiyonlar-ile-ilgili-uygulamalar
AYT,Matematik,FONKSIYONLARDA UYGULAMALAR,İkinci dereceden fonksiyonlar ve grafikleri,ayt,ayt-matematik,ayt-matematik-fonksiyonlarda-uygulamalar,ayt-matematik-fonksiyonlarda-uygulamalar-ikinci-dereceden-fonksiyonlar-ve-grafikleri
AYT,Matematik,FONKSIYONLARDA UYGULAMALAR,Fonksiyonların dönüşümleri,ayt,ayt-matematik,ayt-matematik-fonksiyonlarda-uygulamalar,ayt-matematik-fonksiyonlarda-uygulamalar-fonksiyonlarin-donusumleri
AYT,Matematik,DENKLEM VE EŞITSIZLIKLER,İkinci dereceden iki bilinmeyenli denklem sistemleri,ayt,ayt-matematik,ayt-matematik-denklem-ve-esitsizlikler,ayt-matematik-denklem-ve-esitsizlikler-ikinci-dereceden-iki-bilinmeyenli-denklem-sistemleri
AYT,Matematik,DENKLEM VE EŞITSIZLIKLER,İkinci dereceden bir bilinmeyenli eşitsizlik sistemleri,ayt,ayt-matematik,ayt-matematik-denklem-ve-esitsizlikler,ayt-matematik-denklem-ve-esitsizlikler-ikinci-dereceden-bir-bilinmeyenli-esitsizlik-sistemleri
AYT,Matematik,ÇEMBER VE DAIRE,Çemberin temel elemanları ve Çemberde açılar,ayt,ayt-matematik,ayt-matematik-cember-ve-daire,ayt-matematik-cember-ve-daire-cemberin-temel-elemanlari-ve-cemberde-acilar
AYT,Matematik,ÇEMBER VE DAIRE,Çemberde teğet ve Dairenin çevresi ve alanı,ayt,ayt-matematik,ayt-matematik-cember-ve-daire,ayt-matematik-cember-ve-daire-cemberde-teget-ve-dairenin-cevresi-ve-alani
AYT,Matematik,UZAY GEOMETRI,Katı cisimler,ayt,ayt-matematik,ayt-matematik-uzay-geometri,ayt-matematik-uzay-geometri-kati-cisimler
AYT,Matematik,OLASILIK,Koşullu olasılık ve Deneysel ve teorik olasılık,ayt,ayt-matematik,ayt-matematik-olasilik,ayt-matematik-olasilik-kosullu-olasilik-ve-deneysel-ve-teorik-olasilik
AYT,Matematik,ÜSTEL VE LOGARITMIK FONKSIYONLAR,Üstel fonksiyon,ayt,ayt-matematik,ayt-matematik-ustel-ve-logaritmik-fonksiyonlar,ayt-matematik-ustel-ve-logaritmik-fonksiyonlar-ustel-fonksiyon
AYT,Matematik,ÜSTEL VE LOGARITMIK FONKSIYONLAR,Logaritma fonksiyonu,ayt,ayt-matematik,ayt-matematik-ustel-ve-logaritmik-fonksiyonlar,ayt-matematik-ustel-ve-logaritmik-fonksiyonlar-logaritma-fonksiyonu
AYT,Matematik,ÜSTEL VE LOGARITMIK FONKSIYONLAR,"Üstel, logaritmik denklemler ve eşitsizlikler",ayt,ayt-matematik,ayt-matematik-ustel-ve-logaritmik-fonksiyonlar,ayt-matematik-ustel-ve-logaritmik-fonksiyonlar-ustel-logaritmik-denklemler-ve-esitsizlikler
AYT,Matematik,DIZILER,Gerçek sayı dizileri,ayt,ayt-matematik,ayt-matematik-diziler,ayt-matematik-diziler-gercek-sayi-dizileri
AYT,Matematik,DÖNÜŞÜMLER,Analitik düzlemde temel dönüşümler,ayt,ayt-matematik,ayt-matematik-donusumler,ayt-matematik-donusumler-analitik-duzlemde-temel-donusumler
AYT,Matematik,TÜREV,Limit ve Süreklilik,ayt,ayt-matematik,ayt-matematik-turev,ayt-matematik-turev-limit-ve-sureklilik
AYT,Matematik,TÜREV,Anlık Değişim Oranı ve Türev,ayt,ayt-matematik,ayt-matematik-turev,ayt-matematik-turev-anlik-degisim-orani-ve-turev
AYT,Matematik,TÜREV,Türevin Uygulamaları,ayt,ayt-matematik,ayt-matematik-turev,ayt-matematik-turev-turevin-uygulamalari
AYT,Matematik,İNTEGRAL,Belirsiz Integral,ayt,ayt-matematik,ayt-matematik-integral,ayt-matematik-integral-belirsiz-integral
AYT,Matematik,İNTEGRAL,Belirli İntegral ve Uygulamaları,ayt,ayt-matematik,ayt-matematik-integral,ayt-matematik-integral-belirli-integral-ve-uygulamalari
AYT,Fizik,KUVVET VE HAREKET,Vektörler,ayt-sayisal,ayt-fizik,ayt-fizik-kuvvet-ve-hareket,ayt-fizik-kuvvet-ve-hareket-vektorler
AYT,Fizik,KUVVET VE HAREKET,Bağıl Hareket,ayt-sayisal,ayt-fizik,ayt-fizik-kuvvet-ve-hareket,ayt-fizik-kuvvet-ve-hareket-bagil-hareket
AYT,Fizik,KUVVET VE HAREKET,Newton'ın Hareket Yasaları,ayt-sayisal,ayt-fizik,ayt-fizik-kuvvet-ve-hareket,ayt-fizik-kuvvet-ve-hareket-newton-in-hareket-yasalari
AYT,Fizik,KUVVET VE HAREKET,Bir Boyutta Sabit İvmeli Hareket,ayt-sayisal,ayt-fizik,ayt-fizik-kuvvet-ve-hareket,ayt-fizik-kuvvet-ve-hareket-bir-boyutta-sabit-ivmeli-hareket
AYT,Fizik,KUVVET VE HAREKET,İki Boyutta Sabit İvmeli Hareket,ayt-sayisal,ayt-fizik,ayt-fizik-kuvvet-ve-hareket,ayt-fizik-kuvvet-ve-hareket-iki-boyutta-sabit-ivmeli-hareket
AYT,Fizik,KUVVET VE HAREKET,Enerji ve Hareket,ayt-sayisal,ayt-fizik,ayt-fizik-kuvvet-ve-hareket,ayt-fizik-kuvvet-ve-hareket-enerji-ve-hareket
AYT,Fizik,KUVVET VE HAREKET,İtme ve Çizgisel Momentum,ayt-sayisal,ayt-fizik,ayt-fizik-kuvvet-ve-hareket,ayt-fizik-kuvvet-ve-hareket-itme-ve-cizgisel-momentum
AYT,Fizik,KUVVET VE HAREKET,Tork ve Denge,ayt-sayisal,ayt-fizik,ayt-fizik-kuvvet-ve-hareket,ayt-fizik-kuvvet-ve-hareket-tork-ve-denge
AYT,Fizik,KUVVET VE HAREKET,Basit Makineler,ayt-sayisal,ayt-fizik,ayt-fizik-kuvvet-ve-hareket,ayt-fizik-kuvvet-ve-hareket-basit-makineler
AYT,Fizik,ELEKTRIK VE MANYETIZMA,Elektriksel Kuvvet Elektrik Alan,ayt-sayisal,ayt-fizik,ayt-fizik-elektrik-ve-manyetizma,ayt-fizik-elektrik-ve-manyetizma-elektriksel-kuvvet-elektrik-alan
AYT,Fizik,ELEKTRIK VE MANYETIZMA,Elektriksel Potansiyel,ayt-sayisal,ayt-fizik,ayt-fizik-elektrik-ve-manyetizma,ayt-fizik-elektrik-ve-manyetizma-elektriksel-potansiyel
AYT,Fizik,ELEKTRIK VE MANYETIZMA,Düzgün Elektrik Alan ve Sığa,ayt-sayisal,ayt-fizik,ayt-fizik-elektrik-ve-manyetizma,ayt-fizik-elektrik-ve-manyetizma-duzgun-elektrik-alan-ve-siga
AYT,Fizik,ELEKTRIK VE MANYETIZMA,Manyetizma ve Elektromanyetik İndüklenme,ayt-sayisal,ayt-fizik,ayt-fizik-elektrik-ve-manyetizma,ayt-fizik-elektrik-ve-manyetizma-manyetizma-ve-elektromanyetik-induklenme
AYT,Fizik,ELEKTRIK VE MANYETIZMA,Alternatif Akım ve Transformatörler,ayt-sayisal,ayt-fizik,ayt-fizik-elektrik-ve-manyetizma,ayt-fizik-elektrik-ve-manyetizma-alternatif-akim-ve-transformatorler
AYT,Fizik,ÇEMBERSEL HAREKET,Çembersel Hareket,ayt-sayisal,ayt-fizik,ayt-fizik-cembersel-hareket,ayt-fizik-cembersel-hareket-cembersel-hareket
AYT,Fizik,ÇEMBERSEL HAREKET,Açısal Momentum-Kütle Çekim Kuvveti ve Kepler Kanunları,ayt-sayisal,ayt-fizik,ayt-fizik-cembersel-hareket,ayt-fizik-cembersel-hareket-acisal-momentum-kutle-cekim-kuvveti-ve-kepler-kanunlari
AYT,Fizik,BASIT HARMONIK HAREKET,Basit Harmonik Hareket,ayt-sayisal,ayt-fizik,ayt-fizik-basit-harmonik-hareket,ayt-fizik-basit-harmonik-hareket-basit-harmonik-hareket
AYT,Fizik,DALGA MEKANIĞI,"Dalgalarda Kırınım, Girişim, Doppler Olayı, Elektromanyetik Dalgalar",ayt-sayisal,ayt-fizik,ayt-fizik-dalga-mekanigi,ayt-fizik-dalga-mekanigi-dalgalarda-kirinim-girisim-doppler-olayi-elektromanyetik-dalgalar
AYT,Fizik,ATOM FIZIĞINE GIRIŞ VE RADYOAKTIVITE,Atom Kavramının Tarihsel Gelişimi,ayt-sayisal,ayt-fizik,ayt-fizik-atom-fizigine-giris-ve-radyoaktivite,ayt-fizik-atom-fizigine-giris-ve-radyoaktivite-atom-kavraminin-tarihsel-gelisimi
AYT,Fizik,ATOM FIZIĞINE GIRIŞ VE RADYOAKTIVITE,Büyük Patlama ve Evrenin Oluşumu,ayt-sayisal,ayt-fizik,ayt-fizik-atom-fizigine-giris-ve-radyoaktivite,ayt-fizik-atom-fizigine-giris-ve-radyoaktivite-buyuk-patlama-ve-evrenin-olusumu
AYT,Fizik,ATOM FIZIĞINE GIRIŞ VE RADYOAKTIVITE,Radyoaktivite,ayt-sayisal,ayt-fizik,ayt-fizik-atom-fizigine-giris-ve-radyoaktivite,ayt-fizik-atom-fizigine-giris-ve-radyoaktivite-radyoaktivite
AYT,Fizik,MODERN FIZIK,Özel Görelilik ve Kuantum Fiziğine Giriş,ayt-sayisal,ayt-fizik,ayt-fizik-modern-fizik,ayt-fizik-modern-fizik-ozel-gorelilik-ve-kuantum-fizigine-giris
AYT,Fizik,MODERN FIZIK,Fotoelektrik Olayı,ayt-sayisal,ayt-fizik,ayt-fizik-modern-fizik,ayt-fizik-modern-fizik-fotoelektrik-olayi
AYT,Fizik,MODERN FIZIĞIN TEKNOLOJIDEKI UYGULAMALARI,Compton Saçılması ve de Broglie Dalga Boyu,ayt-sayisal,ayt-fizik,ayt-fizik-modern-fizigin-teknolojideki-uygulamalari,ayt-fizik-modern-fizigin-teknolojideki-uygulamalari-compton-sacilmasi-ve-de-broglie-dalga-boyu
AYT,Fizik,MODERN FIZIĞIN TEKNOLOJIDEKI UYGULAMALARI,Modern Fiziğin Teknolojideki Uygulamaları,ayt-sayisal,ayt-fizik,ayt-fizik-modern-fizigin-teknolojideki-uygulamalari,ayt-fizik-modern-fizigin-teknolojideki-uygulamalari-modern-fizigin-teknolojideki-uygulamalari
AYT,Kimya,MODERN ATOM TEORISI,Atomun Kuantum Modeli - Periyodik Sistem ve Elektron Dizilimleri,ayt-sayisal,ayt-kimya,ayt-kimya-modern-atom-teorisi,ayt-kimya-modern-atom-teorisi-atomun-kuantum-modeli-periyodik-sistem-ve-elektron-dizilimleri
AYT,Kimya,MODERN ATOM TEORISI,Periyodik Özellikler - Elementleri Tanıyalım - Yükseltgenme Basamakları,ayt-sayisal,ayt-kimya,ayt-kimya-modern-atom-teorisi,ayt-kimya-modern-atom-teorisi-periyodik-ozellikler-elementleri-taniyalim-yukseltgenme-basamaklari
AYT,Kimya,GAZLAR,Gazların Özellikleri ve Gaz Yasaları - İdeal Gaz Yasası,ayt-sayisal,ayt-kimya,ayt-kimya-gazlar,ayt-kimya-gazlar-gazlarin-ozellikleri-ve-gaz-yasalari-ideal-gaz-yasasi
AYT,Kimya,GAZLAR,Gazlarda Kinetik Teori - Gaz Karışımları - Gerçek Gazlar,ayt-sayisal,ayt-kimya,ayt-kimya-gazlar,ayt-kimya-gazlar-gazlarda-kinetik-teori-gaz-karisimlari-gercek-gazlar
AYT,Kimya,SIVI ÇÖZELTILER VE ÇÖZÜNÜRLÜK,Çözücü ve Çözünen Etkileşimleri - Derişim Birimleri,ayt-sayisal,ayt-kimya,ayt-kimya-sivi-cozeltiler-ve-cozunurluk,ayt-kimya-sivi-cozeltiler-ve-cozunurluk-cozucu-ve-cozunen-etkilesimleri-derisim-birimleri
AYT,Kimya,SIVI ÇÖZELTILER VE ÇÖZÜNÜRLÜK,Koligatif Özellikler - Çözünürlük - Çözünürlüğe Etki Eden Faktörler,ayt-sayisal,ayt-kimya,ayt-kimya-sivi-cozeltiler-ve-cozunurluk,ayt-kimya-sivi-cozeltiler-ve-cozunurluk-koligatif-ozellikler-cozunurluk-cozunurluge-etki-eden-faktorler
AYT,Kimya,KIMYASAL TEPKIMELERDE ENERJI,Tepkimelerde Isı Değişimi - Oluşum Entalpisi - Tepkime Isılarının Toplanabilirliği,ayt-sayisal,ayt-kimya,ayt-kimya-kimyasal-tepkimelerde-enerji,ayt-kimya-kimyasal-tepkimelerde-enerji-tepkimelerde-isi-degisimi-olusum-entalpisi-tepkime-isilarinin-toplanabilirligi
AYT,Kimya,KIMYASAL TEPKIMELERDE HIZ,Tepkime Hızı - Tepkime Hızını Etkileyen Faktörler,ayt-sayisal,ayt-kimya,ayt-kimya-kimyasal-tepkimelerde-hiz,ayt-kimya-kimyasal-tepkimelerde-hiz-tepkime-hizi-tepkime-hizini-etkileyen-faktorler
AYT,Kimya,KIMYASAL TEPKIMELERDE DENGE,"Kimyasal Denge - Dengeyi Etkileyen Faktörler, Sulu Çözelti Dengeleri",ayt-sayisal,ayt-kimya,ayt-kimya-kimyasal-tepkimelerde-denge,ayt-kimya-kimyasal-tepkimelerde-denge-kimyasal-denge-dengeyi-etkileyen-faktorler-sulu-cozelti-dengeleri
AYT,Kimya,KIMYA VE ELEKTRIK,İndirgenme - Yükseltgenme Tepkimelerinde Elektrik Akımı,ayt-sayisal,ayt-kimya,ayt-kimya-kimya-ve-elektrik,ayt-kimya-kimya-ve-elektrik-indirgenme-yukseltgenme-tepkimelerinde-elektrik-akimi
AYT,Kimya,KIMYA VE ELEKTRIK,Elektrokimyasal Hücreler - Elektrot Potansiyelleri - Elektroliz - Korozyon,ayt-sayisal,ayt-kimya,ayt-kimya-kimya-ve-elektrik,ayt-kimya-kimya-ve-elektrik-elektrokimyasal-hucreler-elektrot-potansiyelleri-elektroliz-korozyon
AYT,Kimya,KARBON KIMYASINA GIRIŞ,Anorganik ve Organik Bileşikler - Basit Formül - Molekül Formülü - Doğada Karbon,ayt-sayisal,ayt-kimya,ayt-kimya-karbon-kimyasina-giris,ayt-kimya-karbon-kimyasina-giris-anorganik-ve-organik-bilesikler-basit-formul-molekul-formulu-dogada-karbon
AYT,Kimya,KARBON KIMYASINA GIRIŞ,Lewis Formülleri - Hibritleşme - Molekül Geometrisi,ayt-sayisal,ayt-kimya,ayt-kimya-karbon-kimyasina-giris,ayt-kimya-karbon-kimyasina-giris-lewis-formulleri-hibritlesme-molekul-geometrisi
AYT,Kimya,ORGANIK BILEŞIKLER,Hidrokarbonlar,ayt-sayisal,ayt-kimya,ayt-kimya-organik-bilesikler,ayt-kimya-organik-bilesikler-hidrokarbonlar
AYT,Kimya,ORGANIK BILEŞIKLER,"Organik Bileşik Sınıfları (Alkoller, Eterler, Karbonil Bileşikleri, Karboksilik Asitler, Esterler)",ayt-sayisal,ayt-kimya,ayt-kimya-organik-bilesikler,ayt-kimya-organik-bilesikler-organik-bilesik-siniflari-alkoller-eterler-karbonil-bilesikleri-karboksilik-asitler-esterler
AYT,Kimya,ENERJI KAYNAKLARI VE BILIMSEL GELIŞMELER,Fosil Yakıtlar - Enerji Kaynakları - Sürdürülebilirlik - Nanoteknoloji,ayt-sayisal,ayt-kimya,ayt-kimya-enerji-kaynaklari-ve-bilimsel-gelismeler,ayt-kimya-enerji-kaynaklari-ve-bilimsel-gelismeler-fosil-yakitlar-enerji-kaynaklari-surdurulebilirlik-nanoteknoloji
AYT,Biyoloji,İNSAN FIZYOLOJISI,Sinir Sistemi,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-insan-fizyolojisi,ayt-biyoloji-insan-fizyolojisi-sinir-sistemi
AYT,Biyoloji,İNSAN FIZYOLOJISI,Endokrin Sistem,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-insan-fizyolojisi,ayt-biyoloji-insan-fizyolojisi-endokrin-sistem
AYT,Biyoloji,İNSAN FIZYOLOJISI,Duyu Organları,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-insan-fizyolojisi,ayt-biyoloji-insan-fizyolojisi-duyu-organlari
AYT,Biyoloji,İNSAN FIZYOLOJISI,Destek ve Hareket Sistemi,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-insan-fizyolojisi,ayt-biyoloji-insan-fizyolojisi-destek-ve-hareket-sistemi
AYT,Biyoloji,İNSAN FIZYOLOJISI,Sindirim Sistemi,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-insan-fizyolojisi,ayt-biyoloji-insan-fizyolojisi-sindirim-sistemi
AYT,Biyoloji,İNSAN FIZYOLOJISI,Dolaşım Sistemleri,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-insan-fizyolojisi,ayt-biyoloji-insan-fizyolojisi-dolasim-sistemleri
AYT,Biyoloji,İNSAN FIZYOLOJISI,Bağışıklık Çeşitleri ve Savunma Mekanizmaları,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-insan-fizyolojisi,ayt-biyoloji-insan-fizyolojisi-bagisiklik-cesitleri-ve-savunma-mekanizmalari
AYT,Biyoloji,İNSAN FIZYOLOJISI,Solunum Sistemi,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-insan-fizyolojisi,ayt-biyoloji-insan-fizyolojisi-solunum-sistemi
AYT,Biyoloji,İNSAN FIZYOLOJISI,Üriner Sistem,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-insan-fizyolojisi,ayt-biyoloji-insan-fizyolojisi-uriner-sistem
AYT,Biyoloji,İNSAN FIZYOLOJISI,Üreme Sistemi ve Embriyonik Gelişim,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-insan-fizyolojisi,ayt-biyoloji-insan-fizyolojisi-ureme-sistemi-ve-embriyonik-gelisim
AYT,Biyoloji,KOMÜNITE VE POPÜLASYON EKOLOJISI,Komünite Ekolojisi,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-komunite-ve-populasyon-ekolojisi,ayt-biyoloji-komunite-ve-populasyon-ekolojisi-komunite-ekolojisi
AYT,Biyoloji,KOMÜNITE VE POPÜLASYON EKOLOJISI,Popülasyon Ekolojisi,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-komunite-ve-populasyon-ekolojisi,ayt-biyoloji-komunite-ve-populasyon-ekolojisi-populasyon-ekolojisi
AYT,Biyoloji,GENDEN PROTEINE,Nükleik Asitlerin Keşfi ve Önemi,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-genden-proteine,ayt-biyoloji-genden-proteine-nukleik-asitlerin-kesfi-ve-onemi
AYT,Biyoloji,GENDEN PROTEINE,Genetik Şifre ve Protein Sentezi,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-genden-proteine,ayt-biyoloji-genden-proteine-genetik-sifre-ve-protein-sentezi
AYT,Biyoloji,GENDEN PROTEINE,Genetik Mühendisliği ve Biyoteknoloji,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-genden-proteine,ayt-biyoloji-genden-proteine-genetik-muhendisligi-ve-biyoteknoloji
AYT,Biyoloji,CANLILARDA ENERJI DÖNÜŞÜMLERI,Canlılık ve Enerji - Fotosentez - Kemosentez,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-canlilarda-enerji-donusumleri,ayt-biyoloji-canlilarda-enerji-donusumleri-canlilik-ve-enerji-fotosentez-kemosentez
AYT,Biyoloji,CANLILARDA ENERJI DÖNÜŞÜMLERI,Hücresel Solunum - Fermantasyon,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-canlilarda-enerji-donusumleri,ayt-biyoloji-canlilarda-enerji-donusumleri-hucresel-solunum-fermantasyon
AYT,Biyoloji,CANLILARDA ENERJI DÖNÜŞÜMLERI,Fotosentez ve Solunum İlişkisi,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-canlilarda-enerji-donusumleri,ayt-biyoloji-canlilarda-enerji-donusumleri-fotosentez-ve-solunum-iliskisi
AYT,Biyoloji,BITKI BIYOLOJISI,Bitkilerin Yapısı,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-bitki-biyolojisi,ayt-biyoloji-bitki-biyolojisi-bitkilerin-yapisi
AYT,Biyoloji,BITKI BIYOLOJISI,Bitkilerde Madde Taşınması,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-bitki-biyolojisi,ayt-biyoloji-bitki-biyolojisi-bitkilerde-madde-tasinmasi
AYT,Biyoloji,BITKI BIYOLOJISI,Bitkilerde Eşeyli Üreme,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-bitki-biyolojisi,ayt-biyoloji-bitki-biyolojisi-bitkilerde-eseyli-ureme
AYT,Biyoloji,CANLILAR VE ÇEVRE,Canlılar ve Çevre,ayt-sayisal,ayt-biyoloji,ayt-biyoloji-canlilar-ve-cevre,ayt-biyoloji-canlilar-ve-cevre-canlilar-ve-cevre
AYT,Türk Dili ve Edebiyatı,SÖZCÜKTE ANLAM,,ayt,ayt-tde,ayt-tde,ayt-tde-sozcukte-anlam
AYT,Türk Dili ve Edebiyatı,CÜMLEDE ANLAM,,ayt,ayt-tde,ayt-tde,ayt-tde-cumlede-anlam
AYT,Türk Dili ve Edebiyatı,PARAGRAFTA ANLAM,,ayt,ayt-tde,ayt-tde,ayt-tde-paragrafta-anlam
AYT,Türk Dili ve Edebiyatı,ŞIIR BILGISI,,ayt,ayt-tde,ayt-tde,ayt-tde-siir-bilgisi
AYT,Türk Dili ve Edebiyatı,SÖZ SANATLARI,,ayt,ayt-tde,ayt-tde,ayt-tde-soz-sanatlari
AYT,Türk Dili ve Edebiyatı,NESIR BILGISI,,ayt,ayt-tde,ayt-tde,ayt-tde-nesir-bilgisi
